x-dis,y-dis,z-dis,HOMO-1,HOMO,LUMO,LUMO+1,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.4,0.8,3.5,-4.64192229226,-4.19833618193,-2.482784811672,-1.9465125265740002,1.2603,1.6533,1.9807,2.2774,2.4729,2.6813,2.8352,2.9187,2.9745,3.1651,1.5880000000000002e-07,0.0030427638000000003,0.0575804808,8.470000000000001e-08,0.00029426919999999996,0.00028940709999999997,1.5386000000000002e-06,1.703e-07,8.17e-08,4.6700000000000004e-07
0.4,1.0,3.5,-4.60434703663,-4.24686918645,-2.472967463219,-1.972105550459,1.3198,1.6431,1.9863,2.2213,2.5367,2.7493,2.8746,2.8969,2.9877,3.1697,1.59e-07,0.0041066239,0.0576419283,9.779999999999999e-08,0.0003878817,0.000367281,1.7003e-06,3.3310000000000004e-07,1.253e-07,1.977e-07
0.4,1.2,3.5,-4.5628262295,-4.30016678454,-2.4634635820299997,-1.9990188375080002,1.3837,1.6269,1.9963,2.161,2.6051,2.8207,2.8648,2.9188,2.9984,3.1774,1.601e-07,0.0054457988,0.0569903774,1.147e-07,0.0005296046,0.0004486366,1.4470000000000002e-07,2.1602e-06,1.8350000000000002e-07,1.37e-07
0.4,1.4,3.5,-4.5201054305,-4.35552151155,-2.454895748921,-2.025567501177,1.4484,1.6064,2.0107,2.1012,2.6743,2.8313,2.8897,2.9601,3.0024,3.1905,1.6190000000000001e-07,0.0074024492,0.055548861799999995,1.347e-07,0.0007017528999999999,1.801e-07,0.0005398091000000001,2.2655e-06,2.875e-07,1.436e-07
0.4,1.6,3.5,-4.479009110290001,-4.41041637773,-2.447936612396,-2.050528420501,1.5101,1.5843,2.0286,2.0459,2.7402,2.7966,2.9499,2.998,2.9994,3.2095,1.6399999999999999e-07,0.0103365519,0.053358622800000005,1.568e-07,0.0008785461,2.273e-07,0.0006616566,9.939e-07,1.6124e-06,1.6399999999999999e-07
0.4,1.8,3.5,-4.462598337119999,-4.4417848726899996,-2.4428024975200002,-2.072994118635,1.5637,1.5658,1.9987,2.0484,2.764,2.7998,2.9882,2.9926,3.0332,3.2012,0.014543067199999999,1.772e-07,1.7850000000000002e-07,0.0505768629,2.81e-07,0.0010228977999999999,6.188e-07,0.0008574807000000001,1.851e-06,0.0006844244999999999
0.4,2.0,3.5,-4.510429305580001,-4.41038644596,-2.439471363626,-2.0928195625479997,1.5473,1.6130000000000002,1.9622,2.0687,2.7361,2.8508,2.9749,3.0084,3.0613,3.1825,0.0201510562,1.683e-07,1.983e-07,0.0474973028,3.38e-07,0.0010848633,8.148e-07,0.0011028276,1.36e-06,0.0006896202999999999
0.4,2.2,3.5,-4.55253514276,-4.386070964440001,-2.437571784659,-2.110252097503,1.5369,1.6503,1.9378,2.0878,2.7148,2.892,2.9616,3.0010000000000003,3.0831,3.1782,0.0270321338,1.7e-07,2.1370000000000001e-07,0.044440502,3.967e-07,0.0010126577,1.0282e-06,0.0012683913000000001,8.289e-07,0.0019779273
0.4,2.4,3.5,-4.58812401729,-4.36952957991,-2.4367851233219997,-2.125935800769,1.5332,1.6775,1.9252,2.1041,2.7014,2.9226,2.9504,2.987,3.0996,3.1748,0.03482107,1.708e-07,2.2309999999999998e-07,0.041656,4.56e-07,0.0007517899000000001,1.2663e-06,0.0014232561,4.0990000000000004e-07,0.0037267646000000002
0.4,2.6,3.5,-4.61662722554,-4.3607133131100015,-2.436500227293,-2.140555293558,1.5363,1.6961,1.9224,2.1161,2.6965,2.9418,2.9427,2.9788,3.1131,3.1748,0.0429757673,1.688e-07,2.273e-07,0.0393069568,5.115e-07,0.0002928103,1.5307e-06,0.0016707792000000001,1.712e-07,0.0049751051
